sample	sample_id	unit	platform	library	flowcell	lane	fq1	fq2
s298	19N00121	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_19N00121/R_19N00121_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s299	23N00557	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00557/Z23N00557_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s300	23N00557	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00557/Z23N00557_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s301	23N00499	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00499/Z23N00499_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s302	23N00499	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00499/Z23N00499_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s303	23N00478	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00478/Z23N00478_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s304	23N00478	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00478/Z23N00478_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s305	23N00552	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00552/R_23N00552_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s306	23N00552	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00552/R_23N00552_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s307	19N00124	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_19N00124/R_19N00124_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s308	19N00124	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_19N00124/R_19N00124_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s309	23N00428	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00428/Z23N00428_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s310	23N00428	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00428/Z23N00428_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s311	23N00482	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00482/Z23N00482_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s312	23N00482	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00482/Z23N00482_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s313	23N00450	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00450/Z23N00450_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s314	23N00450	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00450/Z23N00450_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s315	23N00541	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00541/R_23N00541_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s316	23N00541	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00541/R_23N00541_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s317	23N00477	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00477/Z23N00477_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s318	23N00477	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00477/Z23N00477_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s319	23N00433	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00433/Z23N00433_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s320	23N00433	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00433/Z23N00433_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s321	19N00137	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_19N00137/R_19N00137_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s322	19N00137	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_19N00137/R_19N00137_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
